ក	kɑɑ
ចំហេះ	cɑm\.heh
ចំឡក់	cɑm\.lɑk
ចំអន់	cɑm\.ʔɑn
ចំអាម	cɑm\.ʔaam
ចំអាស	cɑm\.ʔaah
ចំអើត	cɑm\.ʔaət
ចំអៀក	cɑm\.ʔiək
ចំអេង	cɑm\.ʔeeŋ
ច្នឹង	cnəŋ
ច្នេះ	cneh
ច្នោះ	cnɑh
ច្បាម	cɓaam
ច្បារ	cɓaa
ច្បិច	cɓəc
ច្បុច	cɓoc
ច្បូក	cɓook
ច្បូត	cɓoot
ច្បែប	cɓaep
ច្បោល	cɓaol
ច្បោស	cɓaoh
ច្បោះ	cɓɑh
ច្រក់	crɑk
ច្រងោ	crɑ\.ŋao
ច្រង់	crɑŋ
ច្រត់	crɑt
ច្រប់	crɑp
ច្រវា	crɑ\.waa
ច្រឡៃ	crɑ\.laj
ច្រឡោ	crɑ\.lao
ច្រឡំ	crɑ\.lɑm
ច្រអរ	crɑ\.ʔɑɑ
ច្រាក	craak
ច្រាង	craaŋ
ច្រាញ	craaɲ
ច្រាន	craan
ច្រាប	craap
ច្រាល	craal
ច្រាវ	craaw
ច្រាស	craah
ច្រិច	crəc
ច្រិល	crəl
ច្រឹក	crək
ច្រឹង	crəŋ
ច្រឹប	crəp
ច្រឺះ	crəəh
ច្រុង	croŋ
ច្រុប	crop
ច្រុម	crom
ច្រុះ	croh
ច្រូង	crooŋ
ច្រូច	crooc
ច្រូត	croot
ច្រួច	cruəc
ច្រួល	cruəl
ច្រើន	craən
ច្រៀក	criək
ច្រៀង	criəŋ
ច្រៀច	criəc
ច្រៀប	criəp
ច្រេច	creec
ច្រេស	creeh
ច្រេះ	creh
ច្រែង	craeŋ
ច្រែត	craet
ច្រែស	craeh
ច្រែះ	craeh
ច្រោក	craok
ច្រោង	craoŋ
ច្រោះ	crɑh
ឆន្ទា	cʰɑn\.tie
ឆ្កាង	ckaaŋ
ឆ្ការ	ckaa
ឆ្កិល	ckəl
ឆ្កឹង	ckəŋ
ឆ្កឹះ	ckəh
ឆ្កឺត	ckəət
ឆ្កុយ	ckoj
ឆ្កូត	ckoot
ឆ្កួត	ckuət
ឆ្កៀល	ckiəl
ឆ្កៀស	ckiəh
ឆ្កោក	ckaok
ឆ្គាំ	ckoam
ឆ្ងក់	cŋɑk
ឆ្ងល់	cŋɑl
ឆ្ងាយ	cŋaaj
ឆ្ងិត	cŋət
ឆ្ងឹង	cŋəŋ
ឆ្ងុយ	cŋoj
ឆ្ងូវ	cŋoow
ឆ្ងើក	cŋaək
ឆ្ងើយ	cŋaəj
ឆ្ដុប	cɗop
ឆ្ដេញ	cɗeeɲ
ឆ្ដោរ	cɗao
ឆ្នង់	cnɑŋ
ឆ្នាស	cnaah
ឆ្នាំ	cnam
ឆ្នឹម	cnəm
ឆ្នុក	cnok
ឆ្នូត	cnoot
ឆ្នួន	cnuən
ឆ្នើម	cnaəm
ឆ្នៀង	cniəŋ
ឆ្នេរ	cnee
ឆ្នែង	cnaeŋ
ឆ្នោត	cnaot
ឆ្ពង់	cpuŋ
ឆ្ពាម	cpiem
ឆ្ពិត	cpɨt
ឆ្ពិន	cpɨn
ឆ្ពឹះ	cpɨh
ឆ្ពុង	cpuŋ
ឆ្ពោះ	cpuəh
ឆ្មក់	cmɑk
ឆ្មារ	cmaa
ឆ្មាំ	cmam
ឆ្មូល	cmool
ឆ្មើង	cmaəŋ
ឆ្មៀង	cmiəŋ
ឆ្លាត	claat
ឆ្លាម	claam
ឆ្លាស	claah
ឆ្លឺម	cləəm
ឆ្លុះ	cloh
ឆ្លូក	clook
ឆ្លូង	clooŋ
ឆ្លូញ	clooɲ
ឆ្លូវ	cloow
ឆ្លើយ	claəj
ឆ្លៀត	cliət
ឆ្លែក	claek
ឆ្លោង	claoŋ
ឆ្វង់	cwɑŋ
ឆ្វាក	cwaak
ឆ្វាង	cwaaŋ
ឆ្វាច	cwaac
ឆ្វាយ	cwaaj
ឆ្វៀល	cwiəl
ឆ្វេង	cweeŋ
ឆ្វេះ	cweh
ឆ្វែល	cwael
ឆ្អន់	cʔɑn
ឆ្អល់	cʔɑl
ឆ្អាប	cʔaap
ឆ្អិត	cʔət
ឆ្អិន	cʔən
ឆ្អឹង	cʔəŋ
ឆ្អឺស	cʔəəh
ឆ្អើម	cʔaəm
ឆ្អើរ	cʔaə
ឆ្អេះ	cʔeh
ឆ្អែង	cʔaeŋ
ឆ្អែត	cʔaet
ជង្ឃា	cuŋ\.kʰie
ជជ្រក	cɔ\.crɔɔk
ជម្នះ	cum\.neah
ជម្រក	cum\.rɔɔk
ជម្រៅ	cum\.rɨw
ជម្រះ	cum\.reah
ជំទង់	cum\.tuŋ
ជំទប់	cum\.tup
ជំទាញ	cum\.tieɲ
ជំទាវ	cum\.tiew
ជំទួយ	cum\.tuəj
ជំទើរ	cum\.təə
ជំទើស	cum\.təəh
ជំទែង	cum\.tɛɛŋ
ជំនក់	cum\.nuək
ជំនង់	cum\.nuŋ
ជំនច់	cum\.nuc
ជំនន់	cum\.nun
ជំនាង	cum\.nieŋ
ជំនាញ	cum\.nieɲ
ជំនាវ	cum\.niew
ជំនិត	cum\.nɨt
ជំនិះ	cum\.nih
ជំនីក	cum\.niik
ជំនីប	cum\.niip
ជំនុំ	cum\.num
ជំនូត	cum\.nuut
ជំនូន	cum\.nuun
ជំនួញ	cum\.nuəɲ
ជំនួប	cum\.nuəp
ជំនួយ	cum\.nuəj
ជំនួល	cum\.nuəl
ជំនួស	cum\.nuəh
ជំនឿន	cum\.nɨən
ជំនេរ	cum\.nee
ជំនែង	cum\.nɛɛŋ
ជំនោរ	cum\.noo
ជំនោះ	cum\.nuəh
ជំបួរ	cum\.ɓuə
ជំពប់	cum\.pup
ជំពូក	cum\.puuk
ជំរត់	cum\.rut
ជំរិត	cum\.rɨt
ជំរុញ	cum\.ruɲ
ជំរឿន	cum\.rɨən
ជំលាប	cum\.liep
ជំហប់	cum\.hɑp
ជំហាញ	cum\.haaɲ
ជំហាន	cum\.haan
ជំហូស	cum\.hooh
ជំហោង	cum\.haoŋ
ជ្រក់	cruək
ជ្រងោ	crɔ\.ŋoo
ជ្រងំ	crɔ\.ŋum
ជ្រង់	cruŋ
ជ្រញ់	cruɲ
ជ្រប់	crup
ជ្រលង	crɔ\.lɔɔŋ
ជ្រលម	crɔ\.lɔɔm
ជ្រហម	crɔ\.hɑɑm
ជ្រាក	criek
ជ្រាប	criep
ជ្រាម	criem
ជ្រាយ	criej
ជ្រាល	criel
ជ្រាវ	criew
ជ្រាស	crieh
ជ្រាំ	croam
ជ្រិះ	crih
ជ្រីវ	criiw
ជ្រឹង	crɨŋ
ជ្រុង	cruŋ
ជ្រុល	crul
ជ្រុះ	cruh
ជ្រូក	cruuk
ជ្រួក	cruək
ជ្រួញ	cruəɲ
ជ្រួត	cruət
ជ្រួយ	cruəj
ជ្រួល	cruəl
ជ្រួស	cruəh
ជ្រើម	crəəm
ជ្រើស	crəəh
ជ្រៀង	criəŋ
ជ្រៀត	criət
ជ្រេញ	creeɲ
ជ្រែក	crɛɛk
ជ្រែង	crɛɛŋ
ជ្រែះ	crɛh
ជ្រោក	crook
ជ្រោង	crooŋ
ជ្រោយ	crooj
ជ្រោះ	cruəh
ឈ្ងប់	cŋup
ឈ្ងុយ	cŋuj
ឈ្ងៀម	cŋiəm
ឈ្ងោក	cŋook
ឈ្នក់	cnuək
ឈ្នាង	cnieŋ
ឈ្នុល	cnul
ឈ្នូត	cnuut
ឈ្នួត	cnuət
ឈ្នួល	cnuəl
ឈ្នៀង	cniəŋ
ឈ្មុល	cmul
ឈ្មុស	cmuh
ឈ្មួញ	cmuəɲ
ឈ្មួយ	cmuəj
ឈ្មៀត	cmiət
ឈ្មោល	cmool
ឈ្មោះ	cmuəh
ឈ្លក់	cluək
ឈ្លប់	clup
ឈ្លាស	clieh
ឈ្លីក	cliik
ឈ្លូស	cluuh
ឈ្លើង	cləəŋ
ឈ្លើយ	cləəj
ឈ្លៀស	cliəh
ឈ្លេច	cleec
ឈ្លេម	cleem
ឈ្លែម	clɛɛm
ឈ្លោះ	cluəh
ឈ្វាត	cwiet
ឈ្វេង	cweeŋ
ញញាក់	ɲɔ\.ɲeak
ញ៉ាច់	ɲac
ញ៉ាំង	ɲaŋ
ដង្កែ	ɗɑŋ\.kae
ដង្កោ	ɗɑŋ\.kao
ដង្ខៅ	ɗɑŋ\.kʰaw
ដង្ហែ	ɗɑŋ\.hae
ដន្លង	ɗɑn\.lɑɑŋ
ដំកង់	ɗɑm\.kɑŋ
ដំងើច	ɗɑm\.ŋaəc
ដំណក់	ɗɑm\.nɑk
ដំណល់	ɗɑm\.nɑl
ដំណាល	ɗɑm\.naal
ដំណាំ	ɗɑm\.nam
ដំណិត	ɗɑm\.nət
ដំណឹង	ɗɑm\.nəŋ
ដំណុត	ɗɑm\.not
ដំណុស	ɗɑm\.noh
ដំណុះ	ɗɑm\.noh
ដំណូច	ɗɑm\.nooc
ដំណូរ	ɗɑm\.noo
ដំណួច	ɗɑm\.nuəc
ដំណួល	ɗɑm\.nuəl
ដំណួស	ɗɑm\.nuəh
ដំណើប	ɗɑm\.naəp
ដំណើរ	ɗɑm\.naə
ដំណៀង	ɗɑm\.niəŋ
ដំណៀល	ɗɑm\.niəl
ដំណេក	ɗɑm\.neek
ដំណេញ	ɗɑm\.neeɲ
ដំណេរ	ɗɑm\.nee
ដំណែង	ɗɑm\.naeŋ
ដំណែល	ɗɑm\.nael
ដំណោច	ɗɑm\.naoc
ដំណោត	ɗɑm\.naot
ដំណោយ	ɗɑm\.naoj
ដំណោល	ɗɑm\.naol
ដំណោះ	ɗɑm\.nɑh
ដំបន់	ɗɑm\.ɓɑn
ដំបារ	ɗɑm\.ɓaa
ដំបូក	ɗɑm\.ɓook
ដំបូង	ɗɑm\.ɓooŋ
ដំបូល	ɗɑm\.ɓool
ដំបួច	ɗɑm\.ɓuəc
ដំរួច	ɗɑm\.ruəc
ដំរួយ	ɗɑm\.ruəj
ដំរៀត	ɗɑm\.riət
ដំរែក	ɗɑm\.raek
ដំឡូង	ɗɑm\.looŋ
ដំឡើង	ɗɑm\.laəŋ
ដំឡោក	ɗɑm\.laok
ដំអក់	ɗɑm\.ʔɑk
ដ្បិត	tɓət
ណ្ហើយ	nhaəj
តង្ករ	tɑŋ\.kɑɑ
តម្រង	tɑm\.rɑɑŋ
តម្រា	tɑm\.raa
តម្លា	tɑm\.laa
តម្លៃ	tɑm\.laj
តំណក់	tɑm\.nɑk
តំណាង	tɑm\.naaŋ
តំណាល	tɑm\.naal
តំណិច	tɑm\.nəc
តំណិះ	tɑm\.neh
តំណឹង	tɑm\.nəŋ
តំណុះ	tɑm\.noh
តំណូច	tɑm\.nooc
តំណែង	tɑm\.naeŋ
តំណោង	tɑm\.naoŋ
តំនឿន	tɑm\.nɨən
តំបន់	tɑm\.ɓɑn
ត្ងោក	tŋaok
ត្នោត	tnaot
ត្បាញ	tɓaaɲ
ត្បារ	tɓaa
ត្បិត	tɓət
ត្បុត	tɓot
ត្បុរ	tɓo
ត្បូង	tɓooŋ
ត្បៀត	tɓiət
ត្បែង	tɓaeŋ
ត្មាត	tmaat
ត្មិល	tməl
ត្មោង	tmaoŋ
ត្មោល	tmaol
ត្រកង	trɑ\.kɑɑŋ
ត្រក់	trɑk
ត្រង់	trɑŋ
ត្រចះ	trɑ\.cah
ត្រជំ	trɑ\.cum
ត្រឈៃ	trɑ\.cʰej
ត្រដរ	trɑ\.ɗɑɑ
ត្រដេ	trɑ\.ɗee
ត្រណម	trɑ\.nɑɑm
ត្របក	trɑ\.ɓɑɑk
ត្របះ	trɑ\.ɓah
ត្រប់	trɑp
ត្រយង	trɑ\.jɑɑŋ
ត្រល់	trɑl
ត្រសង	trɑ\.sɑɑŋ
ត្រស់	trɑh
ត្រឡក	trɑ\.lɑɑk
ត្រអក	trɑ\.ʔɑɑk
ត្រាង	traaŋ
ត្រាច	traac
ត្រាយ	traaj
ត្រាវ	traaw
ត្រាំ	tram
ត្រិល	trəl
ត្រឹក	trək
ត្រឹង	trəŋ
ត្រឹប	trəp
ត្រឹម	trəm
ត្រុក	trok
ត្រុន	tron
ត្រុយ	troj
ត្រុល	trol
ត្រុំ	trom
ត្រូល	trool
ត្រូវ	troow
ត្រួត	truət
ត្រួយ	truəj
ត្រួស	truəh
ត្រើង	traəŋ
ត្រើយ	traəj
ត្រៀក	triək
ត្រៀប	triəp
ត្រៀម	triəm
ត្រៀល	triəl
ត្រេក	treek
ត្រេង	treeŋ
ត្រែង	traeŋ
ត្រែត	traet
ត្រែះ	traeh
ត្រោក	traok
ត្រោស	traoh
ត្លឹង	tləŋ
ត្លុក	tlok
ត្លុង	tloŋ
ត្លុម	tlom
ត្លុំ	tlom
ត្លេវ	tleew
ត្លែត	tlaet
ត្លោត	tlaot
ត្វាង	twaaŋ
ត្អឹង	tʔəŋ
ត្អូញ	tʔooɲ
ត្អួរ	tʔuə
ត្អើក	tʔaək
ថ្កល់	tkɑl
ថ្កាន	tkaan
ថ្កាស	tkaah
ថ្កូវ	tkoow
ថ្កើង	tkaəŋ
ថ្កៀប	tkiəp
ថ្កោល	tkaol
ថ្គាម	tkiem
ថ្គោល	tkool
ថ្ងាស	tŋaah
ថ្ងុង	tŋoŋ
ថ្ងុញ	tŋoɲ
ថ្ងុយ	tŋoj
ថ្ងូរ	tŋoo
ថ្ងូវ	tŋoow
ថ្ងួច	tŋuəc
ថ្ងេះ	tŋeh
ថ្ដោក	tɗaok
ថ្នក់	tnɑk
ថ្នល់	tnɑl
ថ្នាល	tnaal
ថ្នាស	tnaah
ថ្នាំ	tnam
ថ្និត	tnət
ថ្នឹក	tnək
ថ្នឹង	tnəŋ
ថ្នូរ	tnoo
ថ្នេរ	tnee
ថ្នោល	tnaol
ថ្ពក់	tpuək
ថ្ពិន	tpɨn
ថ្ពឹន	tpɨn
ថ្ពូត	tpuut
ថ្ពេច	tpeec
ថ្ពែក	tpɛɛk
ថ្មារ	tmaa
ថ្មើរ	tmaə
ថ្មោង	tmaoŋ
ថ្លង់	tlɑŋ
ថ្លាង	tlaaŋ
ថ្លឹង	tləŋ
ថ្លុក	tlok
ថ្លើង	tlaəŋ
ថ្លើម	tlaəm
ថ្លែង	tlaeŋ
ថ្លែន	tlaen
ថ្លោស	tlaoh
ថ្លោះ	tlɑh
ថ្វាក	twaak
ថ្វាង	twaaŋ
ថ្វាយ	twaaj
ថ្វិច	twəc
ថ្វឺយ	twəəj
ទង្គើ	tuŋ\.kəə
ទង្គះ	tuŋ\.keah
ទទាក់	tɔ\.teak
ទទ្រត	tɔ\.trɔɔt
ទទ្រប	tɔ\.trɔɔp
ទទ្រម	tɔ\.trɔɔm
ទធាក់	tɔ\.tʰeak
ទន្ទប	tun\.tɔɔp
ទន្លា	tun\.lie
ទន្លេ	tun\.lee
ទន្សង	tun\.sɑɑŋ
ទន្សា	tun\.saa
ទន្សែ	tun\.sae
ទម្រម	tum\.rɔɔm
ទំនញ់	tum\.nuɲ
ទំនន់	tum\.nun
ទំនប់	tum\.nup
ទំនាញ	tum\.nieɲ
ទំនាប	tum\.niep
ទំនាយ	tum\.niej
ទំនិញ	tum\.nɨɲ
ទំនឹម	tum\.nɨm
ទំនុក	tum\.nuk
ទំនូល	tum\.nuul
ទំនួញ	tum\.nuəɲ
ទំនួល	tum\.nuəl
ទំនើង	tum\.nəəŋ
ទំនើប	tum\.nəəp
ទំនើរ	tum\.nəə
ទំនើស	tum\.nəəh
ទំនៀប	tum\.niəp
ទំនៀម	tum\.niəm
ទំនេរ	tum\.nee
ទំពុន	tum\.pun
ទំពូង	tum\.puuŋ
ទំពួន	tum\.puən
ទំពែក	tum\.pɛɛk
ទំពោះ	tum\.puəh
ទំហឹង	tum\.həŋ
ទំហួន	tum\.huən
ទំហេង	tum\.heeŋ
ទំហែង	tum\.haeŋ
ទ្រង់	truŋ
ទ្រនំ	trɔ\.num
ទ្រពង	trɔ\.pɔɔŋ
ទ្រមម	trɔ\.mɔɔm
ទ្រមើ	trɔ\.məə
ទ្រមែ	trɔ\.mɛɛ
ទ្រយន	trɔ\.jɔɔn
ទ្រលូ	trɔ\.luu
ទ្រវះ	trɔ\.weah
ទ្រហោ	trɔ\.hao
ទ្រាប	triep
ទ្រាយ	triej
ទ្រាល	triel
ទ្រាស	trieh
ទ្រាំ	troam
ទ្រឹង	trɨŋ
ទ្រុង	truŋ
ទ្រុប	trup
ទ្រុយ	truj
ទ្រុល	trul
ទ្រូង	truuŋ
ទ្រួក	truək
ទ្រួស	truəh
ទ្រើង	trəəŋ
ទ្រើត	trəət
ទ្រើស	trəəh
ទ្រៀក	triək
ទ្រៀល	triəl
ទ្រៀស	triəh
ទ្រេត	treet
ទ្រេល	treel
ទ្រែម	trɛɛm
ទ្រោប	troop
ទ្រោម	troom
ទ្រោល	trool
ធ្ងន់	tŋun
ធ្ងាង	tŋieŋ
ធ្ងើង	tŋəəŋ
ធ្ងើល	tŋəəl
ធ្ងោង	tŋooŋ
ធ្ងោល	tŋool
ធ្នង់	tnuŋ
ធ្នល់	tnul
ធ្នស់	tnuəh
ធ្នារ	tnie
ធ្និម	tnɨm
ធ្នឹម	tnɨm
ធ្នើរ	tnəə
ធ្មង់	tmuŋ
ធ្មត់	tmut
ធ្មប់	tmup
ធ្មឹង	tmɨŋ
ធ្មុង	tmuŋ
ធ្មើង	tməəŋ
ធ្មេច	tmeec
ធ្មេញ	tmeeɲ
ធ្មោង	tmooŋ
ធ្យាន	tjien
ធ្យូង	tjuuŋ
ធ្លាយ	tliej
ធ្លីង	tliiŋ
ធ្លុង	tluŋ
ធ្លុញ	tluɲ
ធ្លុះ	tluh
ធ្លូញ	tluuɲ
ធ្លួង	tluəŋ
ធ្លែរ	tlɛɛ
ធ្លោយ	tlooj
ធ្វេស	tweeh
ន្រាយ	nriej
បង្កក	ɓɑŋ\.kɑɑk
បង្កង	ɓɑŋ\.kɑɑŋ
បង្កៃ	ɓɑŋ\.kaj
បង្ខក	ɓɑŋ\.kʰɑɑk
បង្ខន	ɓɑŋ\.kʰɑɑn
បង្ខំ	ɓɑŋ\.kʰɑm
បង្ខះ	ɓɑŋ\.kʰah
បង្គង	ɓɑŋ\.kɔɔŋ
បង្គរ	ɓɑŋ\.kɔɔ
បង្គា	ɓɑŋ\.kie
បង្គី	ɓɑŋ\.kii
បង្គៅ	ɓɑŋ\.kɨw
បង្គំ	ɓɑŋ\.kum
បង្រះ	ɓɑŋ\.rah
បង្ហក	ɓɑŋ\.hɑɑk
បង្ហប	ɓɑŋ\.hɑɑp
បង្ហា	ɓɑŋ\.haa
បង្ហែ	ɓɑŋ\.hae
បង្អក	ɓɑŋ\.ʔɑɑk
បង្អរ	ɓɑŋ\.ʔɑɑ
បង្អែ	ɓɑŋ\.ʔae
បង្អៅ	ɓɑŋ\.ʔaw
បញ្ចរ	ɓɑɲ\.cɑɑ
បញ្ចា	ɓɑɲ\.caa
បញ្ចើ	ɓɑɲ\.caə
បញ្ជត	ɓɑɲ\.cɔɔt
បញ្ជា	ɓɑɲ\.cie
បញ្ឈរ	ɓɑɲ\.cʰɔɔ
បញ្ឈឺ	ɓɑɲ\.cʰɨɨ
បញ្ញើ	ɓɑɲ\.ɲaə
បញ្ញែ	ɓɑɲ\.ɲae
បណ្ដា	ɓɑn\.ɗaa
បណ្ដៅ	ɓɑn\.ɗaw
បណ្ណែ	ɓɑn\.nae
បន្តម	ɓɑn\.tɑɑm
បន្ថត	ɓɑn\.tʰɑɑt
បន្ថយ	ɓɑn\.tʰɑɑj
បន្ថែ	ɓɑn\.tʰae
បន្ទរ	ɓɑn\.tɔɔ
បន្ទោ	ɓɑn\.too
បន្ទំ	ɓɑn\.tum
បន្ទះ	ɓɑn\.teah
បន្ធំ	ɓɑn\.tʰum
បន្លា	ɓɑn\.laa
បន្លឺ	ɓɑn\.ləə
បន្លែ	ɓɑn\.lae
បន្លំ	ɓɑn\.lɑm
បន្សះ	ɓɑn\.sah
បម្រើ	ɓɑm\.raə
បម្រះ	ɓɑm\.rah
បំណន់	ɓɑm\.nɑn
បំណាំ	ɓɑm\.nam
បំណិទ	ɓɑm\.nət
បំណុល	ɓɑm\.nol
បំណើក	ɓɑm\.naək
បំណែក	ɓɑm\.naek
បំណោក	ɓɑm\.naok
បំបង់	ɓɑm\.ɓɑŋ
បំបត់	ɓɑm\.ɓɑt
បំបាន	ɓɑm\.ɓaan
បំបិទ	ɓɑm\.ɓət
បំបួស	ɓɑm\.ɓuəh
បំបៀត	ɓɑm\.ɓiət
បំបែក	ɓɑm\.ɓaek
បំបែន	ɓɑm\.ɓaen
បំបែរ	ɓɑm\.ɓae
បំបោរ	ɓɑm\.ɓao
បំបោល	ɓɑm\.ɓaol
បំប៉ន	ɓɑm\.pɑɑn
បំប៉ះ	ɓɑm\.pah
បំផាយ	ɓɑm\.pʰaaj
បំផឹក	ɓɑm\.pʰək
បំផុង	ɓɑm\.pʰoŋ
បំផុត	ɓɑm\.pʰot
បំផុយ	ɓɑm\.pʰoj
បំផុល	ɓɑm\.pʰol
បំផុស	ɓɑm\.pʰoh
បំផូរ	ɓɑm\.pʰoo
បំផើម	ɓɑm\.pʰaəm
បំពក់	ɓɑm\.puək
បំពង់	ɓɑm\.puŋ
បំពត់	ɓɑm\.put
បំពាន	ɓɑm\.pien
បំពារ	ɓɑm\.pie
បំពាំ	ɓɑm\.poam
បំពុល	ɓɑm\.pul
បំពួន	ɓɑm\.puən
បំពើង	ɓɑm\.pəəŋ
បំពើត	ɓɑm\.pəət
បំពៀច	ɓɑm\.piəc
បំពេញ	ɓɑm\.peeɲ
បំពេន	ɓɑm\.peen
បំពោក	ɓɑm\.pook
បំពោត	ɓɑm\.poot
បំពោប	ɓɑm\.poop
បំពោរ	ɓɑm\.poo
បំភិត	ɓɑm\.pʰɨt
ប៉ប៉ក	pɑ\.pɑɑk
ប៉ប៉ៅ	pɑ\.paw
ប៉ប៉ះ	pɑ\.pah
ប៉ផង់	pɑ\.pʰɑŋ
ប៉ផាង	pɑ\.pʰaaŋ
ប៉ផុក	pɑ\.pʰok
ប៉ផុត	pɑ\.pʰot
ប៉ផូង	pɑ\.pʰooŋ
ប៉ផូរ	pɑ\.pʰoo
ប៉ផូស	pɑ\.pʰooh
ប៉ផែត	pɑ\.pʰaet
ប៉ាក់	pak
ប៉ាច់	pac
ប៉ាត់	pat
ប៉ាន់	pan
ប៉ាប់	pap
ប្ដឹង	pɗəŋ
ប្ដូរ	pɗoo
ប្រកប	prɑ\.kɑɑp
ប្រកា	prɑ\.kaa
ប្រកៃ	prɑ\.kaj
ប្រក់	prɑk
ប្រខង	prɑ\.kʰɑɑŋ
ប្រគង	prɑ\.kɔɔŋ
ប្រគរ	prɑ\.kɔɔ
ប្រគំ	prɑ\.kum
ប្រង់	prɑŋ
ប្រចច	prɑ\.cɑɑc
ប្រចី	prɑ\.cəj
ប្រចែ	prɑ\.cae
ប្រឈម	prɑ\.cʰɔɔm
ប្រដា	prɑ\.ɗaa
ប្រដែ	prɑ\.ɗae
ប្រដៅ	prɑ\.ɗaw
ប្រដំ	prɑ\.ɗɑm
ប្រណី	prɑ\.nəj
ប្រថម	prɑ\.tʰɑɑm
ប្រថំ	prɑ\.tʰɑm
ប្រទះ	prɑ\.teah
ប្រពៃ	prɑ\.pej
ប្រមេ	prɑ\.mee
ប្រមែ	prɑ\.mae
ប្រលង	prɑ\.lɑɑŋ
ប្រវា	prɑ\.waa
ប្រវេ	prɑ\.wee
ប្រសា	prɑ\.saa
ប្រស់	prɑh
ប្រហក	prɑ\.hɑɑk
ប្រឡង	prɑ\.lɑɑŋ
ប្រឡៅ	prɑ\.law
ប្រាប	praap
ប្រាម	praam
ប្រាយ	praaj
ប្រាវ	praaw
ប្រាស	praah
ប្រាំ	pram
ប្រិច	prəc
ប្រិញ	prəɲ
ប្រិត	prət
ប្រិប	prəp
ប្រិល	prəl
ប្រឹង	prəŋ
ប្រឹប	prəp
ប្រឹស	prəh
ប្រឹះ	prəh
ប្រុង	proŋ
ប្រុន	pron
ប្រុយ	proj
ប្រុះ	proh
ប្រូង	prooŋ
ប្រូច	prooc
ប្រូស	prooh
ប្រួក	pruək
ប្រួញ	pruəɲ
ប្រួត	pruət
ប្រួម	pruəm
ប្រួល	pruəl
ប្រើស	praəh
ប្រឿង	prɨəŋ
ប្រៀច	priəc
ប្រៀន	priən
ប្រៀប	priəp
ប្រេង	preeŋ
ប្រេវ	preew
ប្រេះ	preh
ប្រែក	praek
ប្រែង	praeŋ
ប្រែះ	praeh
ប្រោក	praok
ប្រោស	praoh
ប្រោះ	prɑh
ប្លក់	plɑk
ប្លន់	plɑn
ប្លប់	plɑp
ប្លាញ	plaaɲ
ប្លាប	plaap
ប្លាយ	plaaj
ប្លាំ	plam
ប្លិក	plək
ប្លិច	pləc
ប្លឹក	plək
ប្លឺម	pləəm
ប្លុក	plok
ប្លុង	ploŋ
ប្លូក	plook
ប្លូច	plooc
ប្លួក	pluək
ប្លើក	plaək
ប្លៀក	pliək
ប្លៀវ	pliəw
ប្លេង	pleeŋ
ប្លែក	plaek
ប្លែង	plaeŋ
ប្លែន	plaen
ប្លែម	plaem
ប្លោក	plaok
ប្លោង	plaoŋ
ប្លោញ	plaoɲ
ប្លោត	plaot
ប្អូន	pʔoon
ផ្កាយ	pkaaj
ផ្កាស	pkaah
ផ្គង់	pkuŋ
ផ្គត់	pkut
ផ្គាំ	pkoam
ផ្គុន	pkun
ផ្គុំ	pkum
ផ្គួប	pkuəp
ផ្គើន	pkəən
ផ្ងក់	pŋɑk
ផ្ងាក	pŋaak
ផ្ងារ	pŋaa
ផ្ងាវ	pŋaaw
ផ្ងុប	pŋop
ផ្ងូត	pŋoot
ផ្ងើយ	pŋaəj
ផ្ចង់	pcɑŋ
ផ្ចប់	pcɑp
ផ្ចាល	pcaal
ផ្ចិត	pcət
ផ្ចឹក	pcək
ផ្ចុក	pcok
ផ្ចុច	pcoc
ផ្ចោត	pcaot
ផ្ញាញ	pɲaaɲ
ផ្ញុក	pɲok
ផ្ញុច	pɲoc
ផ្ញៀវ	pɲiəw
ផ្ញោញ	pɲaoɲ
ផ្ដល់	pɗɑl
ផ្ដាស	pɗaah
ផ្ដាំ	pɗam
ផ្ដិត	pɗət
ផ្ដិល	pɗəl
ផ្ដឺត	pɗəət
ផ្ដុស	pɗoh
ផ្ដុំ	pɗom
ផ្ដូត	pɗoot
ផ្ដួច	pɗuəc
ផ្ដួល	pɗuəl
ផ្ដើម	pɗaəm
ផ្ដៀក	pɗiək
ផ្ដៀង	pɗiəŋ
ផ្ដៀច	pɗiəc
ផ្ដេក	pɗeek
ផ្ដេច	pɗeec
ផ្ដែក	pɗaek
ផ្ដែរ	pɗae
ផ្ដោត	pɗaot
ផ្ដោម	pɗaom
ផ្តក់	ptɑk
ផ្តត់	ptɑt
ផ្តិល	ptəl
ផ្តឹក	ptək
ផ្តើក	ptaək
ផ្តេត	pteet
ផ្ទក់	ptuək
ផ្ទញ់	ptuɲ
ផ្ទប់	ptup
ផ្ទល់	ptul
ផ្ទារ	ptie
ផ្ទាល	ptiel
ផ្ទីង	ptiiŋ
ផ្ទឹម	ptɨm
ផ្ទុក	ptuk
ផ្ទុយ	ptuj
ផ្ទុរ	ptu
ផ្ទូរ	ptuu
ផ្ទួន	ptuən
ផ្ទៀង	ptiəŋ
ផ្ទេរ	ptee
ផ្ទោង	ptooŋ
ផ្ទោល	ptool
ផ្នង់	pnɑŋ
ផ្នត់	pnɑt
ផ្នាល	pnaal
ផ្នូត	pnoot
ផ្នូរ	pnoo
ផ្នូល	pnool
ផ្នួង	pnuəŋ
